City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Daru,PG,-9.0763,143.2092,26.22,90,71,6.16,broken clouds
346,Collie,AU,-33.3667,116.15,6.86,97,0,1.29,clear sky
347,Tigil,RU,57.8,158.6667,5.01,91,100,6.28,light rain
348,Abha,SA,18.2164,42.5053,24.9,12,75,5.14,broken clouds
349,Kidal,ML,18.4411,1.4078,40.11,11,22,4.91,few clouds
350,Kasongo-Lunda,CD,-6.4667,16.8167,29.82,51,100,0.68,overcast clouds
351,Cidreira,BR,-30.1811,-50.2056,17.98,75,93,7.34,overcast clouds
352,Touros,BR,-5.1989,-35.4608,29.58,55,2,6.89,clear sky
353,Rawson,AR,-43.3002,-65.1023,15.15,50,81,9.49,broken clouds
354,Iwanai,JP,42.9744,140.5089,14.07,84,100,1.56,overcast clouds
355,Sarangani,PH,5.4033,125.4636,27.96,75,100,6.62,overcast clouds
356,Lasa,IT,46.6166,10.7002,15.49,85,87,1.35,overcast clouds
357,Batemans Bay,AU,-35.7167,150.1833,12.68,80,100,1.29,overcast clouds
358,Morehead,US,37.2711,-87.1764,25.55,59,0,2.06,clear sky
359,Yulara,AU,-25.2406,130.9889,19.28,62,96,5.63,overcast clouds
360,Skelleftea,SE,64.7507,20.9528,11.2,100,40,3.09,scattered clouds
361,Waipawa,NZ,-41.4122,175.5153,4.57,88,100,2.86,overcast clouds
362,Zhangjiakou,CN,40.81,114.8794,15.56,37,1,0.82,clear sky
363,Chuy,UY,-33.6971,-53.4616,17.83,57,87,5.82,overcast clouds
364,Wellington,NZ,-41.2866,174.7756,5.03,87,100,1.03,overcast clouds
365,Danielskuil,ZA,-28.1887,23.5395,27.73,12,52,9.41,broken clouds
366,Gayny,RU,60.3071,54.3241,6.49,68,96,6.25,overcast clouds
367,Dauphin,CA,51.1494,-100.0502,12.08,62,0,6.17,clear sky
368,Litovko,RU,49.2361,135.1742,9.98,91,1,1.6,clear sky
369,Sioux Lookout,CA,50.1001,-91.917,13.04,82,75,6.17,light intensity shower rain
370,Pochutla,MX,15.7432,-96.4661,27.9,88,100,0.92,overcast clouds
371,Moranbah,AU,-22.0016,148.0466,19.66,84,0,3.86,clear sky
372,Fernley,US,39.608,-119.2518,19.34,21,0,0.52,clear sky
373,Komsomolskiy,UZ,40.4272,71.7189,22.4,35,0,2.06,clear sky
374,Sao Joao Da Barra,BR,-21.6403,-41.0511,25.05,66,60,4.43,broken clouds
375,Esperance,AU,-33.8667,121.9,13.15,76,50,4.64,scattered clouds
376,Ruangwa,TZ,-10.0667,38.9333,24.64,60,46,4.32,scattered clouds
377,Tabou,CI,4.423,-7.3528,25.39,85,96,4.26,light rain
378,Atbasar,KZ,51.8,68.3333,22.54,25,100,3.08,overcast clouds
379,Anchorage,US,61.2181,-149.9003,7.6,91,40,1.54,mist
380,Bac Lieu,VN,9.285,105.7244,27.03,81,100,2.93,light rain
381,Kabanjahe,ID,3.1001,98.4908,17.88,95,100,1.63,light rain
382,Ust-Kuyga,RU,70.0167,135.6,-9.09,97,31,1.79,scattered clouds
383,Ahipara,NZ,-35.1667,173.1667,14.25,89,91,3.5,light rain
384,Samarai,PG,-10.6167,150.6667,27.06,83,75,4.86,broken clouds
385,Olafsvik,IS,64.8945,-23.7142,8.16,62,7,4.91,clear sky
386,Zhangye,CN,38.9342,100.4517,17.2,24,25,1.5,scattered clouds
387,Mazamari,PE,-11.3258,-74.5308,31.41,50,37,1.26,scattered clouds
388,Moundou,TD,8.5667,16.0833,32.13,70,40,4.12,scattered clouds
389,Appenzell,CH,47.331,9.41,12.59,86,100,1.36,light rain
390,Genc,TR,38.7507,40.5603,18.15,22,0,2.44,clear sky
391,Gaoyou,CN,32.7858,119.4278,19.68,65,100,3.4,overcast clouds
392,Pisco,PE,-13.7,-76.2167,18.03,63,0,6.69,clear sky
393,Bloemfontein,ZA,-29.1211,26.214,27.71,28,71,0.51,broken clouds
394,Guane,CU,22.2025,-84.0875,31.0,59,2,2.73,clear sky
395,Selma,US,36.5708,-119.6121,28.43,53,0,2.06,clear sky
396,Brenham,US,30.1669,-96.3977,31.57,70,0,1.54,clear sky
397,Los Llanos De Aridane,ES,28.6585,-17.9182,21.18,98,100,5.14,light intensity drizzle
398,Toufen,TW,24.6865,120.9127,26.63,84,10,6.12,clear sky
399,Vila Franca Do Campo,PT,37.7167,-25.4333,25.11,62,63,6.94,broken clouds
400,Bathsheba,BB,13.2167,-59.5167,31.34,70,40,7.72,scattered clouds
401,Broken Hill,AU,-31.95,141.4333,19.22,45,96,2.95,overcast clouds
402,Pocatello,US,42.8713,-112.4455,20.37,27,0,0.45,clear sky
403,Nizhniy Odes,RU,63.6445,54.856,2.09,71,0,3.9,clear sky
404,Great Bend,US,38.3645,-98.7648,20.58,52,0,6.17,clear sky
405,Bogorodskoye,RU,56.55,37.8833,6.68,94,100,0.72,overcast clouds
406,Bethanien,NA,-26.502,17.1583,24.27,17,99,12.27,overcast clouds
407,Sabha,LY,27.0377,14.4283,33.71,22,2,2.98,clear sky
408,San Luis,AR,-33.295,-66.3356,13.56,60,100,2.34,overcast clouds
409,Naze,JP,28.3667,129.4833,25.51,83,15,3.61,few clouds
410,Arlit,NE,18.7369,7.3853,40.87,7,8,2.62,clear sky
411,Warwick,US,41.7001,-71.4162,20.51,69,75,6.17,broken clouds
412,Lavrentiya,RU,65.5833,-171.0,2.32,81,100,4.38,overcast clouds
413,Carnarvon,AU,-24.8667,113.6333,18.18,62,0,12.11,clear sky
414,Klaksvik,FO,62.2266,-6.589,9.51,74,51,14.89,light rain
415,Ayr,GB,55.4627,-4.6339,14.17,88,75,8.23,broken clouds
416,Fort Nelson,CA,58.8053,-122.7002,3.77,81,100,0.0,overcast clouds
417,Mineiros,BR,-17.5694,-52.5511,34.08,26,66,5.99,broken clouds
418,Mount Gambier,AU,-37.8333,140.7667,9.58,94,100,1.64,light rain
419,Lata,PT,40.1629,-8.3327,23.37,28,10,4.19,clear sky
420,Marrakesh,MA,31.6315,-8.0083,20.04,88,75,3.6,light rain
421,Guangyuan,CN,32.442,105.823,16.97,93,38,0.98,scattered clouds
422,Kenitra,MA,34.261,-6.5802,22.42,60,100,7.15,overcast clouds
423,Tezu,IN,27.9167,96.1667,22.53,95,97,1.28,overcast clouds
424,Dickinson,US,29.4608,-95.0513,31.72,73,0,1.54,clear sky
425,Zhigansk,RU,66.7697,123.3711,-0.85,93,100,3.31,overcast clouds
426,Lufilufi,WS,-13.8745,-171.5986,23.88,82,84,5.71,light rain
427,Santiago Del Estero,AR,-27.7951,-64.2615,25.66,22,0,2.01,clear sky
428,Mkushi,ZM,-13.6202,29.3939,27.66,22,95,4.49,overcast clouds
429,Nishihara,JP,26.1842,127.7558,27.03,91,75,6.17,moderate rain
430,Sept-Iles,CA,50.2001,-66.3821,13.92,54,20,5.14,few clouds
431,Phak Hai,TH,14.4574,100.3699,26.12,98,100,2.43,overcast clouds
432,Hualmay,PE,-11.0964,-77.6139,18.73,71,77,5.79,broken clouds
433,Barcelos,PT,41.5388,-8.6151,23.29,36,17,4.86,few clouds
434,Ugoofaaru,MV,5.6667,73.0,27.59,79,78,5.25,broken clouds
435,Sohag,EG,26.557,31.6948,42.16,9,0,2.78,clear sky
436,Shizunai,JP,42.3339,142.3669,16.35,71,100,0.52,overcast clouds
437,Kangaatsiaq,GL,68.3065,-53.4641,1.84,60,69,9.28,broken clouds
438,Hofn,IS,64.2539,-15.2082,7.01,42,75,14.92,broken clouds
439,Sistranda,NO,63.7256,8.834,11.98,72,100,4.43,light rain
440,Ina,JP,35.8276,137.9538,18.73,93,96,1.15,overcast clouds
441,Mandalgovi,MN,45.7625,106.2708,10.74,35,18,3.18,few clouds
442,Shakawe,BW,-18.3667,21.85,33.81,10,25,3.37,scattered clouds
443,Saint Simons,US,31.1352,-81.3901,28.03,51,0,0.0,clear sky
444,Coquimbo,CL,-29.9533,-71.3436,14.85,72,0,4.12,clear sky
445,Yelizovo,RU,53.1873,158.3805,7.08,100,75,2.0,broken clouds
446,Sandakan,MY,5.8402,118.1179,26.82,83,20,1.03,few clouds
447,Bosaso,SO,11.2842,49.1816,31.2,56,20,1.35,few clouds
448,Eyl,SO,7.9803,49.8164,25.89,76,33,9.53,scattered clouds
449,Berdigestyakh,RU,62.0989,126.6992,-2.86,96,37,1.82,scattered clouds
450,Sinnamary,GF,5.3833,-52.95,30.96,60,5,6.05,clear sky
451,Beringovskiy,RU,63.05,179.3167,0.74,60,28,4.88,scattered clouds
452,Almeirim,BR,-1.5233,-52.5817,35.01,38,20,2.49,few clouds
453,Lompoc,US,34.6391,-120.4579,17.14,100,100,2.57,mist
454,Male,MV,4.1748,73.5089,28.97,84,75,7.2,broken clouds
455,Rach Gia,VN,10.0167,105.0833,27.67,79,100,3.22,moderate rain
456,Nantucket,US,41.2835,-70.0995,22.06,61,0,7.2,clear sky
457,Synya,RU,65.3718,58.0387,-0.45,86,7,1.33,clear sky
458,Yumen,CN,40.2833,97.2,17.67,13,0,3.0,clear sky
459,Raudeberg,NO,61.9875,5.1352,9.37,6,100,13.71,light rain
460,Otane,NZ,-39.8833,176.6333,10.56,91,96,0.64,overcast clouds
461,Brae,GB,60.3964,-1.353,12.21,83,100,12.27,light rain
462,Umea,SE,63.8284,20.2597,11.06,93,75,3.09,broken clouds
463,Mao,ES,39.8885,4.2658,21.31,68,40,6.69,scattered clouds
464,Labuan,MY,5.2767,115.2417,24.2,94,20,0.0,few clouds
465,Griffith,US,41.5284,-87.4237,17.37,80,100,5.14,overcast clouds
466,Brigantine,US,39.4101,-74.3646,22.8,62,0,6.26,clear sky
467,Zarubino,RU,42.63,131.0922,14.79,90,16,2.14,few clouds
468,Svetlyy,RU,54.675,20.1347,14.03,62,97,0.46,overcast clouds
469,Taoudenni,ML,22.6783,-3.9836,43.95,8,69,1.89,broken clouds
470,Mayo,US,38.8876,-76.5119,23.45,70,0,2.06,clear sky
471,Bundibugyo,UG,0.7414,30.0417,21.05,92,54,1.03,broken clouds
472,Muncar,ID,-8.4333,114.3333,24.43,89,98,2.74,overcast clouds
473,Deputatskiy,RU,69.3,139.9,-6.19,97,100,1.48,overcast clouds
474,Kamenka,RU,51.3223,42.7678,8.22,84,100,6.3,overcast clouds
475,Rochester,US,43.1548,-77.6156,15.95,94,100,3.09,overcast clouds
476,Shelburne,CA,44.0787,-80.2041,13.46,96,100,2.64,light rain
477,Boke,GN,10.9409,-14.2967,26.82,84,100,3.37,light rain
478,Namatanai,PG,-3.6667,152.4333,25.97,81,51,3.26,light rain
479,Viking,CA,53.1001,-111.7684,9.07,35,91,3.15,overcast clouds
480,San Jose,US,37.3394,-121.895,21.05,86,75,3.09,haze
481,Shizuishan,CN,39.2333,106.7694,19.1,34,0,1.37,clear sky
482,Caiaponia,BR,-16.9567,-51.8103,33.28,27,81,5.31,broken clouds
483,Sicuani,PE,-14.2694,-71.2261,14.75,25,100,3.08,overcast clouds
484,Kuliyapitiya,LK,7.4688,80.0401,27.82,91,33,1.38,moderate rain
485,Fortuna,US,40.5982,-124.1573,11.19,44,0,0.61,clear sky
486,Naryan-Mar,RU,67.6713,53.087,0.5,68,100,4.3,overcast clouds
487,Copiapo,CL,-27.3667,-70.3333,13.83,32,72,3.98,broken clouds
488,Arman,RU,59.7,150.1667,3.43,61,100,4.32,overcast clouds
489,Zyryanka,RU,65.75,150.85,-1.66,80,12,0.96,few clouds
490,Nicolas Bravo,MX,18.45,-88.9167,30.66,58,28,1.14,scattered clouds
491,Tautira,PF,-17.7333,-149.15,24.63,78,77,11.03,light rain
492,Srednekolymsk,RU,67.45,153.6833,-0.91,74,14,3.22,few clouds
493,Cheltenham,GB,51.9,-2.0833,16.77,57,20,3.58,few clouds
494,Cassilandia,BR,-19.1133,-51.7342,34.3,21,92,3.81,overcast clouds
495,Sao Felix Do Xingu,BR,-6.6447,-51.995,33.38,40,35,1.57,scattered clouds
496,Ternate,ID,0.8,127.4,27.52,76,80,3.49,broken clouds
497,Pitimbu,BR,-7.4706,-34.8086,28.33,63,8,7.14,clear sky
498,Praia Da Vitoria,PT,38.7333,-27.0667,24.31,73,75,9.31,broken clouds
499,Kautokeino,NO,69.0125,23.0412,6.06,87,100,7.41,overcast clouds
500,Szendro,HU,48.4,20.7333,12.55,93,100,1.09,heavy intensity rain
501,Umm Kaddadah,SD,13.6017,26.6876,35.52,24,23,2.07,few clouds
502,Gladstone,AU,-23.85,151.25,16.96,88,0,2.57,clear sky
503,Trelew,AR,-43.249,-65.3051,16.35,45,86,9.04,overcast clouds
504,Jackson,US,42.4165,-122.8345,17.86,72,0,0.0,clear sky
505,Goure,NE,13.9835,10.2704,34.45,24,100,2.49,overcast clouds
506,Chicama,PE,-7.8447,-79.1469,14.3,66,70,4.07,broken clouds
507,Kerema,PG,-7.9631,145.7785,25.38,90,61,1.34,broken clouds
508,Opuwo,NA,-18.0607,13.84,29.06,11,24,8.27,few clouds
509,Lahij,YE,13.1667,44.5833,31.98,42,8,2.46,clear sky
510,Chingirlau,KZ,51.095,54.0814,12.37,68,96,8.42,overcast clouds
511,Jurm,AF,36.8648,70.8342,16.96,32,0,1.22,clear sky
512,Itapora,BR,-22.0799,-54.7874,27.46,45,64,5.28,broken clouds
513,Zhaozhou,CN,45.6833,125.3167,14.99,34,73,7.06,broken clouds
514,Gornopravdinsk,RU,60.05,69.9,0.0,83,60,2.81,broken clouds
515,Pirae,PF,-17.5167,-149.5333,23.01,83,20,7.6,few clouds
516,Bengkulu,ID,-3.8004,102.2655,23.94,88,75,1.61,broken clouds
517,Alofi,NU,-19.0595,-169.9187,22.94,94,100,2.06,overcast clouds
518,Villablino,ES,42.9393,-6.3194,17.68,58,63,3.39,broken clouds
519,Palauig,PH,15.435,119.9045,27.11,86,100,11.74,very heavy rain
520,Villa Maria,AR,-32.4075,-63.2402,22.85,30,99,2.05,light rain
521,Aksay,RU,47.26,39.87,16.25,41,6,8.49,clear sky
522,Saint-Augustin,CA,51.226,-58.6502,9.71,82,100,6.18,overcast clouds
523,Sesheke,ZM,-17.4759,24.2968,32.02,14,33,3.49,scattered clouds
524,Erenhot,CN,43.6475,111.9767,15.64,37,18,2.6,few clouds
525,Port Macquarie,AU,-31.4333,152.9167,12.16,91,5,2.09,clear sky
526,Lazaro Cardenas,MX,17.9583,-102.2,28.09,78,83,1.77,broken clouds
527,Grindavik,IS,63.8424,-22.4338,9.26,66,75,9.77,broken clouds
528,Asau,RO,46.4333,26.4,16.51,63,54,0.67,broken clouds
529,Tiarei,PF,-17.5333,-149.3333,23.01,79,57,11.72,light rain
530,Matara,LK,5.9485,80.5353,26.47,85,66,4.39,broken clouds
531,Adre,TD,13.4667,22.2,30.7,42,81,0.79,broken clouds
532,Hami,CN,42.8,93.45,22.85,12,0,2.53,clear sky
533,Hastings,GB,50.8552,0.5729,16.07,50,78,4.0,broken clouds
534,Nelson Bay,AU,-32.7167,152.15,14.44,97,3,1.34,clear sky
535,Ust-Nera,RU,64.5667,143.2,-7.63,93,30,1.28,scattered clouds
536,Buala,SB,-8.145,159.5921,25.96,79,83,0.43,broken clouds
537,Port Blair,IN,11.6667,92.75,26.02,94,40,1.03,mist
538,Barrie,CA,44.4001,-79.6663,13.9,61,100,2.06,moderate rain
539,Bonavista,CA,48.6499,-53.1147,13.97,76,100,10.36,overcast clouds
540,Palmer,US,42.1584,-72.3287,19.02,65,100,4.63,overcast clouds
541,Nador,MA,35.174,-2.9287,26.04,60,20,5.14,few clouds
542,Maragogi,BR,-9.0122,-35.2225,26.79,69,38,6.41,scattered clouds
543,Saint-Pierre,RE,-21.3393,55.4781,21.82,73,0,9.77,clear sky
544,Lubumbashi,CD,-11.6609,27.4794,27.24,21,99,2.03,overcast clouds
545,Uvinza,TZ,-5.1036,30.3911,27.77,34,87,3.54,overcast clouds
546,Kalaleh,IR,37.3807,55.4916,24.78,73,100,4.12,overcast clouds
547,Gilgit,PK,35.9221,74.3087,22.95,55,96,1.26,overcast clouds
548,Ko Samui,TH,9.5357,99.9357,27.95,83,75,1.03,thunderstorm
549,Locri,IT,38.2414,16.2623,25.18,68,34,6.43,scattered clouds
550,Kyra,RU,49.5776,111.9753,3.09,55,100,1.12,overcast clouds
551,Isiro,CD,2.7739,27.616,21.36,92,71,1.56,light rain
552,Tura,IN,25.5198,90.2201,22.52,96,100,1.7,overcast clouds
553,Poco Verde,BR,-10.7083,-38.1833,33.04,25,1,6.31,clear sky
554,Luwingu,ZM,-10.2621,29.9271,26.73,19,55,2.22,broken clouds
555,Cabedelo,BR,-6.9811,-34.8339,28.37,62,12,7.55,few clouds
556,Kholmogory,RU,64.2229,41.656,7.81,79,100,3.39,overcast clouds
557,Chichli,IN,22.8333,78.8167,24.0,86,56,1.45,broken clouds
558,Ewa Beach,US,21.3156,-158.0072,25.97,88,0,2.06,clear sky
559,Xinzhou,CN,38.4092,112.7333,15.25,42,0,0.38,clear sky
560,Iranshahr,IR,27.2025,60.6848,37.19,7,0,4.12,clear sky
561,Bandrele,YT,-12.9067,45.1914,24.86,73,0,1.03,clear sky
562,Rio Pardo De Minas,BR,-15.6097,-42.5397,26.39,52,98,4.44,overcast clouds
563,Bantry,IE,51.6833,-9.45,15.59,75,100,5.0,overcast clouds
564,Krasnozerskoye,RU,53.9828,79.2374,9.8,83,100,4.98,overcast clouds
565,Totolapa,MX,18.5167,-96.1833,24.51,91,99,1.84,overcast clouds
566,Ola,RU,59.5833,151.2833,3.83,59,100,4.03,overcast clouds
567,San Rafael Del Sur,NI,11.8485,-86.4384,26.54,73,100,2.12,overcast clouds
568,Mombasa,KE,-4.0547,39.6636,27.23,74,20,5.66,few clouds
569,Bandarbeyla,SO,9.4942,50.8122,25.76,81,58,10.75,broken clouds
570,Staroye Drozhzhanoye,RU,54.7266,47.5677,11.35,64,100,1.93,overcast clouds
571,Egvekinot,RU,66.3167,-179.1667,-3.89,65,66,5.55,broken clouds
572,Khorixas,NA,-20.3667,14.9667,25.77,15,8,8.63,clear sky
573,Iisalmi,FI,63.5592,27.1907,5.78,90,100,2.08,light rain
574,Filingue,NE,14.3521,3.3168,38.11,22,23,2.56,few clouds
575,Alausi,EC,-2.2,-78.8333,15.46,62,83,0.5,light rain
576,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,26.79,68,46,6.26,scattered clouds
577,Sun City West,US,33.662,-112.3413,33.15,27,7,2.24,clear sky
578,Shugurovo,RU,54.5083,52.1326,8.71,92,100,4.2,overcast clouds
579,Carballo,ES,43.213,-8.691,18.89,73,12,4.83,few clouds
580,Brokopondo,SR,4.75,-55.1667,31.33,50,5,0.88,clear sky
581,Quatre Cocos,MU,-20.2078,57.7625,22.06,75,12,7.24,few clouds
582,Mollendo,PE,-17.0231,-72.0147,18.44,69,49,5.47,scattered clouds
583,Xuanhua,CN,40.6103,115.0447,17.12,34,0,0.9,clear sky
584,Tual,ID,-5.6667,132.75,27.44,80,82,6.86,broken clouds
585,Suluq,LY,31.6682,20.2521,27.92,44,6,6.35,clear sky
586,Kapoeta,SS,4.7717,33.5903,29.3,38,80,1.65,broken clouds
587,Okhotsk,RU,59.3833,143.3,3.93,62,100,3.42,overcast clouds
588,Port Arthur,CN,38.8,121.2667,16.12,69,0,4.01,clear sky
589,Santa Barbara,US,34.7333,-120.0343,27.97,35,1,0.81,clear sky
590,Shingu,JP,33.7333,135.9833,22.74,87,61,2.08,broken clouds
591,Kloulklubed,PW,7.0419,134.2556,27.67,76,100,3.18,heavy intensity rain
592,Jalu,LY,29.0331,21.5482,31.5,32,3,4.13,clear sky
593,Ankang,CN,32.68,109.0172,17.12,79,43,0.32,scattered clouds
594,Oda,JP,35.1833,132.5,19.78,75,89,1.51,overcast clouds
595,Lima,PE,-12.0432,-77.0282,20.5,67,100,4.12,overcast clouds
596,Terrasini,IT,38.146,13.0844,28.76,44,0,8.05,clear sky
597,Takayama,JP,36.1333,137.25,17.62,88,96,1.36,overcast clouds
598,Swellendam,ZA,-34.0226,20.4417,16.78,71,100,3.76,overcast clouds
599,Umm Lajj,SA,25.0213,37.2685,31.69,54,98,3.3,overcast clouds
600,Acandi,CO,8.5063,-77.2778,30.13,64,98,2.02,overcast clouds
601,Varzea Da Palma,BR,-17.5981,-44.7308,33.67,30,99,3.13,overcast clouds
602,Northam,GB,51.0333,-4.2167,14.66,70,99,6.29,overcast clouds
603,Lena,ES,43.1,-5.7333,11.18,75,54,3.32,broken clouds
604,Yarada,IN,17.65,83.2667,26.18,94,75,1.03,mist
605,Havre-Saint-Pierre,CA,50.2334,-63.5986,10.2,66,100,8.75,overcast clouds
606,Wilmington,US,34.2257,-77.9447,28.3,53,50,2.24,scattered clouds
607,Araouane,ML,18.9048,-3.5265,40.22,14,50,5.26,scattered clouds
608,Esna,EG,25.2934,32.554,42.01,10,0,1.83,clear sky
609,Havelock,US,34.8791,-76.9013,27.99,59,61,4.99,broken clouds
610,Bertoua,CM,4.5833,13.6833,24.88,86,89,1.25,light rain
611,Sayville,US,40.7359,-73.0821,22.19,73,75,6.69,broken clouds
612,Shaunavon,CA,49.6501,-108.4181,12.88,28,15,1.79,few clouds
613,Oyonnax,FR,46.2592,5.6573,14.48,90,98,1.04,overcast clouds
614,Rio Gallegos,AR,-51.6226,-69.2181,8.03,34,0,7.72,clear sky
615,Yukhnov,RU,54.7444,35.2297,5.96,96,100,4.6,overcast clouds
616,North Bend,US,43.4065,-124.2243,10.95,100,100,0.0,fog
617,Alta Floresta,BR,-9.8756,-56.0861,36.9,41,20,3.6,few clouds
618,Bonnyville,CA,54.2668,-110.735,7.62,41,87,3.38,overcast clouds
619,Bure,ET,10.7,37.0667,13.88,93,93,1.35,moderate rain
620,Srandakan,ID,-7.9386,110.2506,24.98,88,41,3.83,scattered clouds
621,Ust-Tsilma,RU,65.441,52.1498,0.99,77,24,2.96,few clouds
622,Katsuura,JP,35.1333,140.3,22.41,86,81,5.77,broken clouds
623,Izumo,JP,35.3667,132.7667,18.97,76,89,0.95,overcast clouds
624,Seymchan,RU,62.8833,152.4333,-0.63,70,100,1.59,overcast clouds
625,Genhe,CN,50.7833,121.5167,1.22,70,8,2.67,clear sky
626,Bandar,ID,2.05,99.75,23.26,95,88,0.9,overcast clouds
627,Broome,US,42.2506,-75.833,14.45,89,100,2.68,light rain
628,Atasu,KZ,48.6814,71.6433,21.43,30,58,2.0,broken clouds
629,Idenao,CM,4.2475,9.0047,25.68,89,96,3.29,light rain
630,Taybad,IR,34.74,60.7756,25.94,11,0,7.85,clear sky
631,Ucluelet,CA,48.9329,-125.5528,11.17,75,11,0.41,few clouds
632,Anito,PH,12.4497,125.2886,24.96,90,100,1.51,overcast clouds
633,Chiang Klang,TH,19.2938,100.8617,22.33,99,29,0.65,light rain
634,Whitehorse,CA,60.7161,-135.0538,7.43,76,75,4.12,shower rain
635,Filadelfia,US,39.9523,-75.1638,21.23,74,100,1.79,overcast clouds
636,Pandan,PH,14.0453,124.1694,27.0,83,100,4.73,overcast clouds
637,Sobolevo,RU,54.4299,31.8996,8.19,76,100,3.59,overcast clouds
638,Sorland,NO,67.667,12.6934,11.92,69,80,6.84,broken clouds
639,Nampa,US,43.5407,-116.5635,19.64,54,0,2.57,clear sky
640,Port Hedland,AU,-20.3167,118.5667,21.03,64,4,2.06,clear sky
641,Banavar,IN,13.4136,76.1683,22.47,85,100,3.33,overcast clouds
642,Yuncheng,CN,35.0231,110.9928,19.93,42,70,1.39,broken clouds
643,Margate,GB,51.3813,1.3862,16.06,55,75,1.79,broken clouds
644,Mogadishu,SO,2.0371,45.3438,25.81,82,16,6.2,few clouds
645,Padilla,CO,3.2204,-76.3139,28.27,60,100,1.56,overcast clouds
646,Antalaha,MG,-14.9003,50.2788,21.0,83,0,4.23,clear sky
647,Yangzhou,CN,32.3972,119.4358,20.48,79,100,3.19,overcast clouds
648,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,31.81,24,30,2.88,scattered clouds
649,Kilindoni,TZ,-7.9139,39.6668,24.69,81,10,5.89,clear sky
650,Mogzon,RU,51.7435,111.9606,0.76,58,80,1.1,broken clouds
651,Coahuayana,MX,18.7333,-103.6833,30.09,70,47,0.8,scattered clouds
652,Opotiki,NZ,-38.0833,177.2833,8.55,68,97,5.25,overcast clouds
653,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,36.08,27,97,7.35,overcast clouds
654,Birjand,IR,32.8663,59.2211,25.26,7,0,4.12,clear sky
655,Eaglesham,GB,55.7412,-4.2746,13.2,81,75,8.75,broken clouds
656,Chalisgaon,IN,20.4667,75.0167,24.73,81,72,2.86,broken clouds
657,Inuvik,CA,68.3499,-133.7218,0.48,96,75,2.57,light snow
658,Kogon,UZ,39.7228,64.5517,24.02,38,0,2.06,clear sky
659,Oksovskiy,RU,62.6062,39.8984,5.63,97,100,2.8,overcast clouds
660,Anzhero-Sudzhensk,RU,56.081,86.0285,3.33,98,100,3.37,light rain
661,Paramonga,PE,-10.6667,-77.8333,18.05,76,87,5.94,overcast clouds
662,Kariapatti,IN,9.6751,78.0999,28.29,74,40,2.57,scattered clouds
663,Victor Harbor,AU,-35.5667,138.6167,12.78,93,97,0.99,overcast clouds
664,Ipixuna,BR,-1.7625,-48.8043,35.92,37,41,1.82,scattered clouds
665,Najran,SA,17.4924,44.1277,31.36,15,31,4.46,scattered clouds
666,Padang,ID,-0.9492,100.3543,24.03,84,85,1.26,overcast clouds
667,Rock Sound,BS,24.9,-76.2,28.58,71,27,5.8,scattered clouds
668,Gat,IL,31.61,34.7642,30.78,34,0,5.82,clear sky
669,Krasnotorka,UA,48.682,37.5327,13.38,48,10,4.83,clear sky
670,Lipetsk,RU,52.6031,39.5708,7.43,88,100,6.54,light rain
671,Bani,DO,18.2833,-70.3333,29.69,66,66,5.15,broken clouds
672,San Pedro,PH,14.35,121.0167,24.64,95,100,6.17,heavy intensity rain
673,Kungurtug,RU,50.5994,97.5228,5.59,58,96,1.07,overcast clouds
674,Bridgetown,BB,13.1,-59.6167,31.27,70,40,7.72,scattered clouds
675,Xai-Xai,MZ,-25.0519,33.6442,23.69,73,0,5.37,clear sky
676,Rena,NO,61.1348,11.3641,10.79,69,86,3.54,overcast clouds
677,Coalinga,US,36.1397,-120.3602,27.42,26,0,1.23,clear sky
678,Seoul,KR,37.5683,126.9778,17.69,85,0,2.06,clear sky
679,Mocuba,MZ,-16.8392,36.9856,26.87,56,48,4.83,scattered clouds
680,Falam,MM,22.9167,93.6833,16.93,98,100,0.15,overcast clouds
681,Vilhena,BR,-12.7406,-60.1458,31.12,48,40,2.57,scattered clouds
682,Wurzen,DE,51.3667,12.7333,18.12,64,44,3.27,scattered clouds
683,Marica,BR,-22.9194,-42.8186,28.05,63,16,6.27,few clouds
684,La Ronge,CA,55.1001,-105.2842,9.14,71,40,3.09,scattered clouds
685,Tessalit,ML,20.1986,1.0114,40.01,10,46,3.1,scattered clouds
686,Derzhavinsk,KZ,51.1,66.3167,23.98,21,100,3.99,overcast clouds
687,Charters Towers,AU,-20.1,146.2667,19.48,94,42,3.71,scattered clouds
688,Sisimiut,GL,66.9395,-53.6735,5.31,59,100,3.2,overcast clouds
689,Parabel,RU,58.6978,81.4825,0.09,87,91,2.61,overcast clouds
690,Fare,PF,-16.7,-151.0167,25.25,77,19,9.2,few clouds
691,Netanya,IL,32.3329,34.8599,29.01,56,0,6.11,clear sky
692,Epe,NG,6.5841,3.9834,27.19,77,99,3.24,overcast clouds
693,Oyama,JP,36.3,139.8,23.66,76,44,1.26,scattered clouds
694,Parana,AR,-31.732,-60.5238,24.2,38,94,2.14,overcast clouds
695,Aracruz,BR,-19.8203,-40.2733,23.56,61,89,4.07,overcast clouds
